"","biome","data_name","data_pars","basic_pars","model_type","rsq","rsq_sd","nearest_mature","age","k0","B0_exp","B0","theta","cwd","mean_prec","mean_si","fallow","indig","lulc_sum_15","lulc_sum_20","lulc_sum_21","lulc_sum_35","lulc_sum_39","lulc_sum_40","lulc_sum_41","lulc_sum_46","lulc_sum_48","lulc_sum_9","mature_forest_years","num_fires_after_regrowth","num_fires_before_regrowth","protec","sur_cover","ts_fire_after_regrowth","ts_fire_before_regrowth","last_LU_9","last_LU_15","last_LU_20","last_LU_21","last_LU_35","last_LU_39","last_LU_41","last_LU_46","last_LU_48","ecoreg_439","ecoreg_440","ecoreg_441","ecoreg_442","ecoreg_443","ecoreg_464","ecoreg_465","ecoreg_466","ecoreg_467","ecoreg_469","ecoreg_473","ecoreg_474","ecoreg_476","ecoreg_480","ecoreg_481","ecoreg_482","ecoreg_484","ecoreg_485","ecoreg_491","ecoreg_492","ecoreg_496","ecoreg_497","ecoreg_500","ecoreg_505","ecoreg_507","ecoreg_508","ecoreg_511","ecoreg_518","ecoreg_525","ecoreg_529","ecoreg_540","ecoreg_566","ecoreg_567","ecoreg_570","ecoreg_574","ecoreg_584","ecoreg_611","ecoreg_616","soil_2","soil_3","soil_5","soil_7","soil_8","soil_9","soil_10","soil_11","soil_12","soil_13","soil_14","soil_15","soil_16","soil_17","soil_18","soil_19","soil_22","soil_23","soil_24","soil_25","soil_26","soil_28","soil_29","soil_31","soil_32","soil_33","prec","si"
"Estimate...21","amaz","5yr","age",NA,"lm",0.0422709431936281,0.00870475428046876,NA,42.8812734292918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...22","amaz","10yr","age",NA,"lm",0.0343952941243112,0.00438368178549466,NA,40.5532617668698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...23","amaz","15yr","age",NA,"lm",0.0354449150267671,0.0137136860780381,NA,38.0863849598361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...24","amaz","all","age",NA,"lm",0.055162131612806,0.00538805954941305,NA,56.9558061904423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...25","amaz","5yr","mat_biomass",NA,"lm",0.160953498509927,0.00889870806007047,0.533319389344048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...26","amaz","10yr","mat_biomass",NA,"lm",0.148148973940285,0.017962462018118,0.519855656957695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...27","amaz","15yr","mat_biomass",NA,"lm",0.141841414840707,0.0135064231545572,0.515610362305018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...28","amaz","all","mat_biomass",NA,"lm",0.145829652438642,0.0181813750912912,0.52007840013741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...29","amaz","5yr","age_mat_biomass",NA,"lm",0.202049223390829,0.00492828936825051,0.54138798880752,44.191525128735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...30","amaz","10yr","age_mat_biomass",NA,"lm",0.18888560778662,0.0121169501221687,0.535066999774911,43.6309374079842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...31","amaz","15yr","age_mat_biomass",NA,"lm",0.186511172342603,0.01157305076985,0.539314156054746,45.888338492387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...32","amaz","all","age_mat_biomass",NA,"lm",0.196702600815655,0.0214935963692358,0.51717686247254,54.5829264741032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...33","atla","5yr","cwd",NA,"lm",0.168727964020192,0.019485868904209,0.160930412645672,NA,NA,NA,NA,NA,90.4244952562069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...34","atla","10yr","cwd",NA,"lm",0.180194782022267,0.0124707554498043,0.0732268499275795,NA,NA,NA,NA,NA,109.795610951797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...35","atla","15yr","cwd",NA,"lm",0.170915546474357,0.00855878459664229,0.11583828799897,NA,NA,NA,NA,NA,108.093151620073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...36","atla","all","cwd",NA,"lm",0.139084696161712,0.00871353420854262,0.163193542064777,NA,NA,NA,NA,NA,77.3477653128503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...37","atla","5yr","meanclim",NA,"lm",0.168705063255968,0.0123573204014083,0.147501063005745,NA,NA,NA,NA,NA,86.9906963059128,33.7257178576208,8.3921945800043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...38","atla","10yr","meanclim",NA,"lm",0.180673774117483,0.0138848226682367,0.100594204168628,NA,NA,NA,NA,NA,111.223341798736,14.9436438187293,15.1423398115668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...39","atla","15yr","meanclim",NA,"lm",0.171788246413646,0.0147556964786346,0.110964602694276,NA,NA,NA,NA,NA,109.063885173407,10.8567016239495,7.54742281026076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...40","atla","all","meanclim",NA,"lm",0.147459964012031,0.00719065478121759,0.138947362193192,NA,NA,NA,NA,NA,100.398217546216,26.9832805202734,33.5984371778765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...41","atla","5yr","LU",NA,"lm",0.198074054686944,0.0181177902342576,0.245332015802248,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65007281514982,-17.6043501606116,NA,3.08258987164862,NA,-132.995821565405,51.3313258054849,-14.5779851843564,-104.475249858896,10.1431409075359,8.17198998803727,-37.4971715597853,-251.185739432737,-144.207821497043,4.5833557957674,62.1203895839706,5.0629442431219,8.99255160077112,38.6101824815392,11.8576708193654,NA,4.53003439580556,NA,53.4938588702352,24.9621778634305,61.8424981125246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...42","atla","10yr","LU",NA,"lm",0.189352413776055,0.0150005667729234,0.216403646710984,NA,NA,NA,NA,NA,NA,NA,NA,-7.12058713552829,15.5334114865756,-23.8837007100693,100.610778660887,-14.8624905558534,NA,-82.9656521188097,87.8580145407248,-6.50859804837274,-14.560606638278,10.3575149877878,-2.8186753611265,-48.2685463612768,-275.682231446157,-102.324543548821,8.45720816541067,61.9553243857028,42.3032831135369,-8.78024054164755,36.540658636381,0.86548182346477,-183.396311131941,7.18367552388207,NA,87.0989826304557,12.1379245827285,3.84172261503581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...43","atla","15yr","LU",NA,"lm",0.202325703052662,0.0185864782815646,0.23705650327704,NA,NA,NA,NA,NA,NA,NA,NA,-1.92386613990555,2.46689613275129,-50.8042627930204,85.7395681602837,-34.7406585588785,NA,-69.3984334540942,5.14908491168416,-82.8681457262608,-59.6106970396463,36.2872278936192,-11.1462396066504,-70.37294322619,-391.598985448898,-77.9048977404844,8.72310299197086,65.6924602000163,57.3671240400822,-16.8462647335966,34.0325750327128,4.14624903537113,-113.698515044857,16.5494677539993,NA,66.485842310416,40.1250479357729,26.0578377832003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...44","atla","all","LU",NA,"lm",0.166260989933487,0.0131329614216741,0.262124148457828,NA,NA,NA,NA,NA,NA,NA,NA,-1.96418682287026,6.41004046922502,-44.7583967021976,-86.5635880804898,-35.014997672166,NA,-30.4345270855654,-61.3119038551697,-55.6125972192029,-43.3548582450626,96.7887410624686,-14.1208522853159,-59.5502257807714,-222.133200331442,-104.537988579781,2.11618065879495,52.9392641072613,28.7390570896628,6.76557272851738,88.7405140565331,52.9222091151931,57.8578776084064,64.2631449491386,NA,92.8253426228258,76.2546457166527,57.8971022987979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...45","atla","5yr","LU_soil_ecor",NA,"lm",0.269920898713894,0.00573847473612106,0.204491529219192,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.42214490728068,-20.2822836654273,-121.476179348467,5.49880235288076,NA,-102.383595630282,54.8936878396858,-13.4634937922002,-108.775103586353,-12.1534469379508,-0.439793359742108,-35.3648606039287,-233.713977106177,-105.797827092966,6.73192535658986,52.8687697633591,15.8376209868066,10.113475431361,30.4785160781603,14.4696052052797,NA,4.0415375747454,NA,49.8167651543477,17.699060447658,56.5499552294136,NA,32.695826965967,34.6423000481316,-21.2154045199924,31.5710475998003,0.172088064306179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.84820231387547,6.56054628077413,NA,NA,15.9020676935164,NA,NA,NA,NA,NA,5.23436637475536,NA,NA,8.84179940995039,65.2631308386933,NA,-19.4495008932686,NA,NA,NA,-88.2544515357262,-74.3346135371856,-79.4323153433482,NA,-122.350881173511,-65.7852088603514,-87.6172899136522,-115.006533800432,-120.873556717549,-49.0878934058636,-87.5142526626358,-121.215543086237,-28.5279606354795,-33.3379943756618,-86.6682593678987,0.227773945817283,NA,NA,-89.7409794123926,-68.5302676461467,-85.9713530312884,-99.4731515220929,-54.0235606594569,-63.6964060024718,-67.8786563491363,-75.3968648554243,NA,NA
"Estimate...46","atla","10yr","LU_soil_ecor",NA,"lm",0.252608688347599,0.014552180982415,0.184899095929221,NA,NA,NA,NA,NA,NA,NA,NA,-3.00025486765779,4.62545672256957,-31.1567967223583,87.2998974435247,-18.5117846899933,NA,-72.8742669529552,88.7940317523034,-26.3810054569305,42.005160862023,24.2753782166883,-11.943381329001,-45.1030923436116,-206.270961971084,-46.3328727998365,6.74002519956343,58.8132312428602,23.8108413764119,-11.6478823495156,43.974433895709,21.5993461882993,-183.796223488208,26.0974548215515,NA,108.477214511881,25.6735291317856,4.95475380778307,NA,33.0393964190004,41.4374105209857,-29.2166744978414,29.717153366989,7.01564010003417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0852845825082,-1.93831179169762,NA,NA,22.891009417175,NA,NA,NA,NA,NA,5.89274394899068,NA,NA,14.4054012988994,53.7061325969374,NA,12.2549460387109,NA,NA,NA,-36.0712138893716,-37.9220926870115,-52.7809882324377,NA,-67.6720444416885,-25.5967309788608,-59.7707153163635,-50.6950749564225,-97.6765032696809,-23.0780427056016,-46.7058851227421,-46.3372260886186,-26.7427071258581,-2.59946797085953,-51.5318462970867,28.6000150748882,NA,NA,-53.8544533834182,-33.3319063661402,-37.7797837481552,-43.9364453740091,-17.6722714401276,-24.0971884953297,-42.5508754132074,-42.566205536922,NA,NA
"Estimate...47","atla","15yr","LU_soil_ecor",NA,"lm",0.251397580433594,0.0110993711787747,0.186129095554291,NA,NA,NA,NA,NA,NA,NA,NA,-2.57707585442474,-1.11730468422826,-42.3501166873631,67.3698049577497,-30.4446620867245,NA,-115.183506710449,28.737179192886,-84.0117926386739,-27.6994866526276,8.87203961147689,-7.17400692299727,-65.9704026187096,-281.293175953937,-63.6241792430923,8.90458493027045,66.0119027479157,37.4325962695199,-11.209588733184,23.1154335205566,7.29361801987969,-113.356371422249,17.2371910132735,NA,69.1615525325305,30.911184481976,1.13504114752539,NA,39.8898750676765,46.3077872688862,-15.8302566695699,27.828033351845,11.021240017642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.368949917484,-3.50986907975718,NA,NA,22.2705234847119,NA,NA,NA,NA,NA,-4.03671888206473,NA,NA,14.7367122370298,50.9972488034468,NA,7.32049440857114,NA,NA,NA,-59.7597070803745,-51.9431219785959,-70.2734064378597,NA,-100.126388038964,-43.7409550532369,-72.5443609762386,-89.0635264985877,-89.9540778601164,-30.3854879370272,-65.2610581799931,-118.968555587399,-96.0400872602702,4.30950946712471,-67.346178877784,21.1944424552701,NA,NA,-67.3363045902257,-46.0238795136377,-55.460094407775,-55.0857222604355,-25.6838273642074,-39.2757399464988,-68.1083306629852,-68.8828175411831,NA,NA
"Estimate...48","atla","all","LU_soil_ecor",NA,"lm",0.19350852321469,0.0105660551315688,0.218451152425936,NA,NA,NA,NA,NA,NA,NA,NA,-1.58112652027167,5.0206705056164,-47.0429719268296,-90.2065370561937,-37.6733443960734,NA,-62.7244469789718,837.619442666937,-59.5565719802575,-48.8201570097444,134.143323496955,-18.6586083865068,-57.7152605160321,-230.257345135465,-99.5157490748713,1.41891436937995,48.5491512199215,25.0890681660919,11.1549764646908,111.961497325306,85.1746119999948,93.206046025054,94.0923215860053,NA,102.8297288517,102.927770315127,91.6771764917922,NA,38.6092821908751,44.769491794695,-8.26539456134645,33.0219752443963,28.15626880726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.436411049677,9.32678827276565,NA,NA,38.8541048467219,NA,NA,NA,NA,NA,7.80381713761355,NA,NA,24.841928593424,36.3196367339549,NA,4.76580848559687,NA,NA,NA,1.50728304844191,-14.6581448367685,3.29762774838087,NA,-30.4316872956352,2.01584323788176,-13.2602928394234,-25.5758432995573,-67.3966145126811,12.1081702247218,-21.6143513210992,-11.9734044094616,-12.5334419077385,-37.9108878527325,-11.1125232989932,41.407198309914,NA,NA,4.92587029710476,-3.51086711390053,-14.795595415954,-27.0243072612668,4.22461664983064,6.33601753564202,-2.12457707511863,NA,NA,NA
